transaccion_id,usuario_id,campana_id,canal_origen,tipo_campana,fecha,timestamp,producto,categoria,precio_lista_mxn,descuento_mxn,precio_final_mxn,costo_mxn,margen_mxn,metodo_pago,dispositivo
TX90060,U0002233,GG-SRC-001,Google,Search,2024-04-11,2024-04-11 21:20:00,Curso Fitness En Casa,Curso,699.0,209.7,489.3,130,359.3,tarjeta_debito,desktop
TX90061,U0002234,GG-SRC-001,Google,Search,2024-04-11,2024-04-11 12:09:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,paypal,movil
TX90062,U0002238,GG-SRC-001,Google,Search,2024-04-11,2024-04-11 19:54:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,paypal,movil
TX90063,U0002239,GG-SRC-001,Google,Search,2024-04-11,2024-04-11 09:23:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,desktop
TX90064,U0002250,GG-SRC-001,Google,Search,2024-04-11,2024-04-11 15:10:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,desktop
TX90065,U0002254,GG-SRC-001,Google,Search,2024-04-11,2024-04-11 22:34:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_debito,desktop
TX90066,U0002259,GG-SRC-001,Google,Search,2024-04-11,2024-04-11 16:33:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,movil
TX90067,U0002266,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 16:30:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,desktop
TX90068,U0002271,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 15:02:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_debito,desktop
TX90069,U0002286,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 10:26:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90070,U0002287,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 20:23:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,paypal,movil
TX90071,U0002293,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 14:39:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,paypal,movil
TX90072,U0002294,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 13:42:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_debito,movil
TX90073,U0002309,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 09:10:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_credito,desktop
TX90074,U0002346,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 11:36:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,desktop
TX90075,U0002355,FB-CVR-001,Meta,Conversion,2024-02-11,2024-02-11 17:13:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_credito,desktop
TX90076,U0002387,FB-CON-001,Meta,Consideracion,2024-12-26,2024-12-26 11:03:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,paypal,movil
TX90077,U0002400,FB-CON-001,Meta,Consideracion,2024-12-26,2024-12-26 11:00:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_debito,movil
TX90078,U0002429,FB-CON-001,Meta,Consideracion,2024-12-26,2024-12-26 19:06:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,movil
TX90079,U0002431,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 11:25:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,tablet
TX90080,U0002436,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 21:46:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,tablet
TX90081,U0002439,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 16:00:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90082,U0002451,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 13:30:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_credito,movil
TX90083,U0002466,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 12:55:00,Curso Yoga Completo,Curso,1499.0,149.9,1349.1,280,1069.1,tarjeta_credito,desktop
TX90084,U0002472,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 13:52:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,movil
TX90085,U0002475,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 19:02:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_debito,movil
TX90086,U0002480,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 18:38:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,movil
TX90087,U0002483,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 22:30:00,Membresia Mensual,Membresia,349.0,34.9,314.1,60,254.1,tarjeta_credito,movil
TX90088,U0002497,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 16:46:00,Curso Yoga Completo,Curso,1499.0,149.9,1349.1,280,1069.1,tarjeta_credito,desktop
TX90089,U0002502,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 22:26:00,Curso Yoga Completo,Curso,1499.0,299.8,1199.2,280,919.2,tarjeta_credito,movil
TX90090,U0002515,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 13:43:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,movil
TX90091,U0002516,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 19:00:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,paypal,movil
TX90092,U0002539,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 21:17:00,Pack Inicio Bienestar,Bundle,1299.0,194.85,1104.15,240,864.15,tarjeta_credito,desktop
TX90093,U0002546,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 11:30:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_debito,movil
TX90094,U0002566,FB-CVR-001,Meta,Conversion,2024-06-12,2024-06-12 10:26:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,desktop
TX90095,U0002593,GG-SRC-001,Google,Search,2024-10-12,2024-10-12 09:58:00,Curso Nutricion Funcional,Curso,999.0,199.8,799.2,200,599.2,tarjeta_debito,movil
TX90096,U0002600,GG-SRC-001,Google,Search,2024-10-12,2024-10-12 17:48:00,Curso Meditacion 21 Dias,Curso,799.0,119.85,679.15,150,529.15,oxxo,desktop
TX90097,U0002606,GG-SRC-001,Google,Search,2024-10-12,2024-10-12 13:18:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,movil
TX90098,U0002608,GG-SRC-001,Google,Search,2024-10-12,2024-10-12 16:34:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,desktop
TX90099,U0002620,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 14:34:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,tablet
TX90100,U0002623,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 18:22:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_credito,desktop
TX90101,U0002626,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 16:23:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_debito,movil
TX90102,U0002631,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 11:34:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,paypal,movil
TX90103,U0002635,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 14:55:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90104,U0002641,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 14:03:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,tarjeta_debito,desktop
TX90105,U0002647,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 09:09:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_debito,movil
TX90106,U0002651,GG-SRC-003,Google,Search,2024-09-04,2024-09-04 22:07:00,Curso Yoga Completo,Curso,1499.0,449.7,1049.3,280,769.3,tarjeta_credito,movil
TX90107,U0002966,FB-AWA-002,Meta,Awareness,2024-11-20,2024-11-20 16:19:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90108,U0002996,FB-AWA-002,Meta,Awareness,2024-11-20,2024-11-20 19:52:00,Membresia Mensual,Membresia,349.0,34.9,314.1,60,254.1,tarjeta_credito,movil
TX90109,U0003000,FB-AWA-002,Meta,Awareness,2024-11-20,2024-11-20 08:46:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,paypal,movil
TX90110,U0003039,FB-AWA-002,Meta,Awareness,2024-11-20,2024-11-20 09:13:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,movil
TX90111,U0003090,GG-SRC-002,Google,Search,2024-09-21,2024-09-21 10:53:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_credito,movil
TX90112,U0003093,GG-SRC-002,Google,Search,2024-09-21,2024-09-21 15:27:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90113,U0003103,GG-SRC-002,Google,Search,2024-09-21,2024-09-21 12:12:00,Membresia Mensual,Membresia,349.0,34.9,314.1,60,254.1,tarjeta_credito,movil
TX90114,U0003108,GG-SRC-002,Google,Search,2024-09-21,2024-09-21 16:49:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_debito,movil
TX90115,U0003112,GG-SRC-002,Google,Search,2024-09-21,2024-09-21 08:52:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_debito,movil
TX90116,U0003117,GG-SRC-002,Google,Search,2024-09-21,2024-09-21 19:53:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_debito,movil
TX90117,U0003341,GG-DSP-002,Google,Display,2024-03-23,2024-03-23 16:41:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_debito,movil
TX90118,U0003397,GG-SRC-003,Google,Search,2024-01-09,2024-01-09 20:20:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,movil
TX90119,U0003399,GG-SRC-003,Google,Search,2024-01-09,2024-01-09 15:19:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,desktop
TX90120,U0003426,GG-SRC-003,Google,Search,2024-01-09,2024-01-09 19:02:00,Membresia Mensual,Membresia,349.0,104.7,244.3,60,184.3,tarjeta_credito,movil
TX90121,U0003439,GG-SRC-003,Google,Search,2024-01-09,2024-01-09 19:20:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,tarjeta_debito,movil
TX90122,U0003494,GG-YTB-001,Google,YouTube,2024-02-19,2024-02-19 08:11:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_debito,movil
TX90123,U0003524,GG-YTB-001,Google,YouTube,2024-02-19,2024-02-19 21:51:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90124,U0003529,GG-YTB-001,Google,YouTube,2024-02-19,2024-02-19 16:39:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_credito,movil
TX90125,U0003540,GG-YTB-001,Google,YouTube,2024-02-19,2024-02-19 13:38:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90126,U0003639,FB-AWA-002,Meta,Awareness,2024-04-02,2024-04-02 22:30:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_credito,desktop
TX90127,U0003732,FB-AWA-002,Meta,Awareness,2024-04-02,2024-04-02 21:51:00,Curso Yoga Completo,Curso,1499.0,224.85,1274.15,280,994.15,tarjeta_credito,movil
TX90128,U0003742,FB-AWA-002,Meta,Awareness,2024-04-02,2024-04-02 20:06:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_debito,desktop
TX90129,U0003769,GG-SRC-002,Google,Search,2024-03-14,2024-03-14 20:11:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,paypal,desktop
TX90130,U0003802,GG-SRC-003,Google,Search,2024-07-21,2024-07-21 18:46:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,desktop
TX90131,U0003807,FB-AWA-002,Meta,Awareness,2024-09-29,2024-09-29 20:37:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,paypal,desktop
TX90132,U0003912,FB-AWA-002,Meta,Awareness,2024-09-29,2024-09-29 16:04:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_debito,movil
TX90133,U0003939,FB-AWA-002,Meta,Awareness,2024-07-26,2024-07-26 21:39:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,movil
TX90134,U0004015,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 08:49:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,paypal,desktop
TX90135,U0004049,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 08:54:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,movil
TX90136,U0004055,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 21:55:00,Curso Pilates Basico,Curso,599.0,119.8,479.2,110,369.2,tarjeta_debito,movil
TX90137,U0004071,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 19:16:00,Curso Fitness En Casa,Curso,699.0,139.8,559.2,130,429.2,tarjeta_debito,movil
TX90138,U0004123,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 16:18:00,Membresia Mensual,Membresia,349.0,69.8,279.2,60,219.2,tarjeta_credito,desktop
TX90139,U0004130,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 22:44:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_credito,movil
TX90140,U0004152,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 17:04:00,Pack Inicio Bienestar,Bundle,1299.0,389.7,909.3,240,669.3,tarjeta_debito,movil
TX90141,U0004163,FB-CON-001,Meta,Consideracion,2024-10-18,2024-10-18 09:42:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,paypal,movil
TX90142,U0004181,GG-SRC-001,Google,Search,2024-03-27,2024-03-27 18:07:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,movil
TX90143,U0004188,GG-SRC-001,Google,Search,2024-03-27,2024-03-27 17:49:00,Curso Nutricion Funcional,Curso,999.0,99.9,899.1,200,699.1,tarjeta_credito,movil
TX90144,U0004192,GG-SRC-001,Google,Search,2024-03-27,2024-03-27 19:59:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_debito,desktop
TX90145,U0004205,GG-SRC-001,Google,Search,2024-03-27,2024-03-27 11:23:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,movil
TX90146,U0004237,GG-SRC-001,Google,Search,2024-03-27,2024-03-27 09:26:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,desktop
TX90147,U0004239,GG-SRC-001,Google,Search,2024-03-27,2024-03-27 22:54:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_debito,movil
TX90148,U0004245,GG-SRC-001,Google,Search,2024-11-28,2024-11-28 14:16:00,Membresia Mensual,Membresia,349.0,69.8,279.2,60,219.2,tarjeta_credito,movil
