match_date,player_id,minutes_played
2023-01-28 16:15:00,Pedri_8_B,73
2023-01-28 16:15:00,Raphinha_11_B,91
2023-01-29 21:00:00,Dani Ceballos_19_RM,78
2023-01-29 21:00:00,Federico Valverde_8_RM,78
2023-01-29 21:00:00,Thibaut Courtois_1_RM,96
2023-01-29 21:00:00,Vinicius Júnior_7_RM,96
2023-02-01 21:00:00,Ferrán Torres_7_B,11
2023-02-01 21:00:00,Frenkie de Jong_21_B,95
2023-02-01 21:00:00,Pedri_8_B,90
2023-02-01 21:00:00,Raphinha_11_B,80
2023-02-02 21:00:00,Aurélien Tchouaméni_14_RM,27
2023-02-02 21:00:00,Dani Ceballos_19_RM,98
2023-02-02 21:00:00,Federico Valverde_8_RM,27
2023-02-02 21:00:00,Thibaut Courtois_1_RM,98
2023-02-02 21:00:00,Vinicius Júnior_7_RM,98
2023-02-05 14:00:00,Aurélien Tchouaméni_14_RM,73
2023-02-05 14:00:00,Dani Ceballos_19_RM,73
2023-02-05 14:00:00,Federico Valverde_8_RM,66
2023-02-05 14:00:00,Vinicius Júnior_7_RM,100
2023-02-05 21:00:00,Ferrán Torres_7_B,8
2023-02-05 21:00:00,Frenkie de Jong_21_B,93
2023-02-05 21:00:00,Pedri_8_B,93
2023-02-05 21:00:00,Raphinha_11_B,85
2023-02-12 21:00:00,Ferrán Torres_7_B,12
2023-02-12 21:00:00,Frenkie de Jong_21_B,94
2023-02-12 21:00:00,Pedri_8_B,94
2023-02-12 21:00:00,Raphinha_11_B,82
2023-02-15 21:00:00,Aurélien Tchouaméni_14_RM,24
2023-02-15 21:00:00,Dani Ceballos_19_RM,69
2023-02-15 21:00:00,Federico Valverde_8_RM,69
2023-02-16 18:45:00,Ferrán Torres_7_B,8
2023-02-16 18:45:00,Frenkie de Jong_21_B,90
2023-02-16 18:45:00,Pedri_8_B,40
2023-02-16 18:45:00,Raphinha_11_B,82
2023-02-18 21:00:00,Dani Ceballos_19_RM,69
2023-02-18 21:00:00,Federico Valverde_8_RM,95
2023-02-18 21:00:00,Thibaut Courtois_1_RM,95
2023-02-18 21:00:00,Vinicius Júnior_7_RM,95
2023-02-19 21:00:00,Eric García_24_B,91
2023-02-19 21:00:00,Ferrán Torres_7_B,91
2023-02-19 21:00:00,Frenkie de Jong_21_B,70
2023-02-19 21:00:00,Raphinha_11_B,16
2023-02-21 20:00:00,Dani Ceballos_19_RM,10
2023-02-21 20:00:00,Federico Valverde_8_RM,90
2023-02-21 20:00:00,Thibaut Courtois_1_RM,90
2023-02-21 20:00:00,Vinicius Júnior_7_RM,90
2023-02-23 20:00:00,Ferrán Torres_7_B,21
2023-02-23 20:00:00,Frenkie de Jong_21_B,90
2023-02-23 20:00:00,Raphinha_11_B,74
2023-02-25 18:30:00,Aurélien Tchouaméni_14_RM,27
2023-02-25 18:30:00,Dani Ceballos_19_RM,63
2023-02-25 18:30:00,Federico Valverde_8_RM,90
2023-02-25 18:30:00,Lucas Vázquez_17_RM,7
2023-02-25 18:30:00,Thibaut Courtois_1_RM,90
2023-02-25 18:30:00,Vinicius Júnior_7_RM,90
2023-02-26 18:30:00,Eric García_24_B,67
2023-02-26 18:30:00,Ferrán Torres_7_B,95
2023-02-26 18:30:00,Frenkie de Jong_21_B,95
2023-02-26 18:30:00,Raphinha_11_B,49
2023-03-02 21:00:00,Aurélien Tchouaméni_14_RM,17
2023-03-02 21:00:00,Federico Valverde_8_RM,90
2023-03-02 21:00:00,Ferrán Torres_7_B,90
2023-03-02 21:00:00,Frenkie de Jong_21_B,90
2023-03-02 21:00:00,Raphinha_11_B,68
2023-03-02 21:00:00,Thibaut Courtois_1_RM,90
2023-03-02 21:00:00,Vinicius Júnior_7_RM,90
2023-03-05 16:15:00,Eric García_24_B,14
2023-03-05 16:15:00,Ferrán Torres_7_B,97
2023-03-05 16:15:00,Frenkie de Jong_21_B,48
2023-03-05 16:15:00,Raphinha_11_B,89
2023-03-05 21:00:00,Aurélien Tchouaméni_14_RM,66
2023-03-05 21:00:00,Dani Ceballos_19_RM,30
2023-03-05 21:00:00,Federico Valverde_8_RM,96
2023-03-05 21:00:00,Lucas Vázquez_17_RM,61
2023-03-05 21:00:00,Thibaut Courtois_1_RM,96
2023-03-05 21:00:00,Vinicius Júnior_7_RM,96
2023-03-11 14:00:00,Aurélien Tchouaméni_14_RM,74
2023-03-11 14:00:00,Dani Ceballos_19_RM,20
2023-03-11 14:00:00,Federico Valverde_8_RM,94
2023-03-11 14:00:00,Thibaut Courtois_1_RM,94
2023-03-11 14:00:00,Vinicius Júnior_7_RM,90
2023-03-12 21:00:00,Ferrán Torres_7_B,69
2023-03-12 21:00:00,Frenkie de Jong_21_B,97
2023-03-12 21:00:00,Raphinha_11_B,84
2023-03-15 21:00:00,Aurélien Tchouaméni_14_RM,7
2023-03-15 21:00:00,Dani Ceballos_19_RM,9
2023-03-15 21:00:00,Federico Valverde_8_RM,90
2023-03-15 21:00:00,Lucas Vázquez_17_RM,5
2023-03-15 21:00:00,Thibaut Courtois_1_RM,90
2023-03-15 21:00:00,Vinicius Júnior_7_RM,83
2023-03-19 21:00:00,Aurélien Tchouaméni_14_RM,21
2023-03-19 21:00:00,Dani Ceballos_19_RM,21
2023-03-19 21:00:00,Federico Valverde_8_RM,76
2023-03-19 21:00:00,Ferrán Torres_7_B,14
2023-03-19 21:00:00,Frenkie de Jong_21_B,97
2023-03-19 21:00:00,Raphinha_11_B,83
2023-03-19 21:00:00,Thibaut Courtois_1_RM,97
2023-03-19 21:00:00,Vinicius Júnior_7_RM,97
2023-04-01 21:00:00,Eric García_24_B,93
2023-04-01 21:00:00,Ferrán Torres_7_B,93
2023-04-02 16:15:00,Aurélien Tchouaméni_14_RM,91
2023-04-02 16:15:00,Dani Ceballos_19_RM,22
2023-04-02 16:15:00,Lucas Vázquez_17_RM,91
2023-04-02 16:15:00,Thibaut Courtois_1_RM,91
2023-04-02 16:15:00,Vinicius Júnior_7_RM,69
2023-04-05 21:00:00,Aurélien Tchouaméni_14_RM,4
2023-04-05 21:00:00,Dani Ceballos_19_RM,5
2023-04-05 21:00:00,Eric García_24_B,25
2023-04-05 21:00:00,Federico Valverde_8_RM,90
2023-04-05 21:00:00,Ferrán Torres_7_B,25
2023-04-05 21:00:00,Raphinha_11_B,65
2023-04-05 21:00:00,Thibaut Courtois_1_RM,90
2023-04-05 21:00:00,Vinicius Júnior_7_RM,85
2023-04-08 21:00:00,Aurélien Tchouaméni_14_RM,75
2023-04-08 21:00:00,Dani Ceballos_19_RM,78
2023-04-08 21:00:00,Federico Valverde_8_RM,38
2023-04-08 21:00:00,Lucas Vázquez_17_RM,100
2023-04-08 21:00:00,Thibaut Courtois_1_RM,100
2023-04-08 21:00:00,Vinicius Júnior_7_RM,100
2023-04-10 21:00:00,Eric García_24_B,96
2023-04-10 21:00:00,Ferrán Torres_7_B,28
2023-04-10 21:00:00,Raphinha_11_B,75
2023-04-12 21:00:00,Aurélien Tchouaméni_14_RM,7
2023-04-12 21:00:00,Dani Ceballos_19_RM,10
2023-04-12 21:00:00,Federico Valverde_8_RM,90
2023-04-12 21:00:00,Thibaut Courtois_1_RM,90
2023-04-12 21:00:00,Vinicius Júnior_7_RM,90
2023-04-15 21:00:00,Aurélien Tchouaméni_14_RM,94
2023-04-15 21:00:00,Dani Ceballos_19_RM,94
2023-04-15 21:00:00,Federico Valverde_8_RM,80
2023-04-15 21:00:00,Lucas Vázquez_17_RM,67
2023-04-15 21:00:00,Thibaut Courtois_1_RM,94
2023-04-16 16:15:00,Eric García_24_B,74
2023-04-16 16:15:00,Ferrán Torres_7_B,22
2023-04-16 16:15:00,Raphinha_11_B,89
2023-04-18 20:00:00,Aurélien Tchouaméni_14_RM,20
2023-04-18 20:00:00,Dani Ceballos_19_RM,15
2023-04-18 20:00:00,Federico Valverde_8_RM,90
2023-04-18 20:00:00,Thibaut Courtois_1_RM,90
2023-04-18 20:00:00,Vinicius Júnior_7_RM,90
2023-04-22 21:00:00,Aurélien Tchouaméni_14_RM,95
2023-04-22 21:00:00,Dani Ceballos_19_RM,83
2023-04-22 21:00:00,Federico Valverde_8_RM,95
2023-04-22 21:00:00,Lucas Vázquez_17_RM,17
2023-04-22 21:00:00,Thibaut Courtois_1_RM,95
2023-04-22 21:00:00,Vinicius Júnior_7_RM,83
2023-04-23 16:15:00,Eric García_24_B,34
2023-04-23 16:15:00,Ferrán Torres_7_B,61
2023-04-23 16:15:00,Frenkie de Jong_21_B,78
2023-04-23 16:15:00,Pedri_8_B,34
2023-04-23 16:15:00,Raphinha_11_B,92
2023-04-25 19:30:00,Aurélien Tchouaméni_14_RM,29
2023-04-25 19:30:00,Federico Valverde_8_RM,93
2023-04-25 19:30:00,Lucas Vázquez_17_RM,13
2023-04-25 19:30:00,Vinicius Júnior_7_RM,93
2023-04-26 22:00:00,Eric García_24_B,12
2023-04-26 22:00:00,Ferrán Torres_7_B,61
2023-04-26 22:00:00,Frenkie de Jong_21_B,83
2023-04-26 22:00:00,Pedri_8_B,72
2023-04-26 22:00:00,Raphinha_11_B,95
2023-04-29 18:30:00,Aurélien Tchouaméni_14_RM,95
2023-04-29 18:30:00,Dani Ceballos_19_RM,95
2023-04-29 18:30:00,Lucas Vázquez_17_RM,95
2023-04-29 18:30:00,Thibaut Courtois_1_RM,95
2023-04-29 18:30:00,Vinicius Júnior_7_RM,83
2023-04-29 21:00:00,Frenkie de Jong_21_B,59
2023-04-29 21:00:00,Lamine Yamal_19_B,11
2023-04-29 21:00:00,Pedri_8_B,73
2023-04-29 21:00:00,Raphinha_11_B,73
2023-05-02 19:30:00,Eric García_24_B,41
2023-05-02 19:30:00,Ferrán Torres_7_B,17
2023-05-02 19:30:00,Frenkie de Jong_21_B,93
2023-05-02 19:30:00,Pedri_8_B,93
2023-05-02 19:30:00,Raphinha_11_B,52
2023-05-02 22:00:00,Aurélien Tchouaméni_14_RM,92
2023-05-02 22:00:00,Dani Ceballos_19_RM,92
2023-05-02 22:00:00,Lucas Vázquez_17_RM,29
2023-05-02 22:00:00,Thibaut Courtois_1_RM,92
2023-05-06 22:00:00,Aurélien Tchouaméni_14_RM,68
2023-05-06 22:00:00,Federico Valverde_8_RM,90
2023-05-06 22:00:00,Thibaut Courtois_1_RM,90
2023-05-06 22:00:00,Vinicius Júnior_7_RM,90
2023-05-09 21:00:00,Aurélien Tchouaméni_14_RM,7
2023-05-09 21:00:00,Federico Valverde_8_RM,90
2023-05-09 21:00:00,Thibaut Courtois_1_RM,90
2023-05-09 21:00:00,Vinicius Júnior_7_RM,90
2023-05-13 21:00:00,Aurélien Tchouaméni_14_RM,95
2023-05-13 21:00:00,Dani Ceballos_19_RM,61
2023-05-13 21:00:00,Federico Valverde_8_RM,61
2023-05-13 21:00:00,Lucas Vázquez_17_RM,95
2023-05-13 21:00:00,Thibaut Courtois_1_RM,95
2023-05-13 21:00:00,Vinicius Júnior_7_RM,34
2023-05-14 21:00:00,Frenkie de Jong_21_B,93
2023-05-14 21:00:00,Pedri_8_B,90
2023-05-14 21:00:00,Raphinha_11_B,63
2023-05-17 20:00:00,Aurélien Tchouaméni_14_RM,11
2023-05-17 20:00:00,Dani Ceballos_19_RM,11
2023-05-17 20:00:00,Federico Valverde_8_RM,90
2023-05-17 20:00:00,Lucas Vázquez_17_RM,11
2023-05-17 20:00:00,Thibaut Courtois_1_RM,90
2023-05-17 20:00:00,Vinicius Júnior_7_RM,90
2023-05-20 21:00:00,Eric García_24_B,8
2023-05-20 21:00:00,Ferrán Torres_7_B,29
2023-05-20 21:00:00,Frenkie de Jong_21_B,92
2023-05-20 21:00:00,Raphinha_11_B,63
2023-05-21 18:30:00,Aurélien Tchouaméni_14_RM,86
2023-05-21 18:30:00,Dani Ceballos_19_RM,65
2023-05-21 18:30:00,Federico Valverde_8_RM,19
2023-05-21 18:30:00,Lucas Vázquez_17_RM,105
2023-05-21 18:30:00,Thibaut Courtois_1_RM,105
2023-05-21 18:30:00,Vinicius Júnior_7_RM,105
2023-05-23 22:00:00,Eric García_24_B,90
2023-05-23 22:00:00,Ferrán Torres_7_B,27
2023-05-23 22:00:00,Frenkie de Jong_21_B,90
2023-05-23 22:00:00,Raphinha_11_B,63
2023-05-24 19:30:00,Aurélien Tchouaméni_14_RM,11
2023-05-24 19:30:00,Dani Ceballos_19_RM,31
2023-05-24 19:30:00,Federico Valverde_8_RM,63
2023-05-24 19:30:00,Thibaut Courtois_1_RM,94
2023-05-27 19:00:00,Aurélien Tchouaméni_14_RM,99
2023-05-27 19:00:00,Dani Ceballos_19_RM,99
2023-05-27 19:00:00,Federico Valverde_8_RM,54
2023-05-27 19:00:00,Lucas Vázquez_17_RM,81
2023-05-27 19:00:00,Thibaut Courtois_1_RM,99
2023-05-28 19:00:00,Eric García_24_B,5
2023-05-28 19:00:00,Ferrán Torres_7_B,6
2023-05-28 19:00:00,Frenkie de Jong_21_B,93
2023-05-28 19:00:00,Raphinha_11_B,11
2023-06-04 18:30:00,Aurélien Tchouaméni_14_RM,37
2023-06-04 18:30:00,Dani Ceballos_19_RM,58
2023-06-04 18:30:00,Lucas Vázquez_17_RM,3
2023-06-04 18:30:00,Thibaut Courtois_1_RM,95
2023-06-04 18:30:00,Vinicius Júnior_7_RM,95
2023-06-04 21:00:00,Eric García_24_B,72
2023-06-04 21:00:00,Ferrán Torres_7_B,63
2023-06-04 21:00:00,Frenkie de Jong_21_B,96
2023-06-04 21:00:00,Raphinha_11_B,63
2023-08-12 21:30:00,Aurélien Tchouaméni_14_RM,95
2023-08-12 21:30:00,Federico Valverde_8_RM,95
2023-08-12 21:30:00,Fran Garcia_20_RM,95
2023-08-12 21:30:00,Jude Bellingham_5_RM,95
2023-08-12 21:30:00,Vinicius Júnior_7_RM,84
2023-08-13 21:30:00,Frenkie de Jong_21_B,114
2023-08-13 21:30:00,Lamine Yamal_19_B,30
2023-08-13 21:30:00,Pedri_8_B,87
2023-08-13 21:30:00,Raphinha_11_B,114
2023-08-19 19:30:00,Aurélien Tchouaméni_14_RM,101
2023-08-19 19:30:00,Federico Valverde_8_RM,92
2023-08-19 19:30:00,Fran Garcia_20_RM,101
2023-08-19 19:30:00,Jude Bellingham_5_RM,83
2023-08-19 19:30:00,Lucas Vázquez_17_RM,9
2023-08-19 19:30:00,Vinicius Júnior_7_RM,92
2023-08-20 19:30:00,Eric García_24_B,15
2023-08-20 19:30:00,Ferrán Torres_7_B,9
2023-08-20 19:30:00,Frenkie de Jong_21_B,100
2023-08-20 19:30:00,Lamine Yamal_19_B,91
2023-08-20 19:30:00,Pedri_8_B,100
2023-08-25 21:30:00,Aurélien Tchouaméni_14_RM,64
2023-08-25 21:30:00,Federico Valverde_8_RM,98
2023-08-25 21:30:00,Fran Garcia_20_RM,82
2023-08-25 21:30:00,Jude Bellingham_5_RM,98
2023-08-25 21:30:00,Vinicius Júnior_7_RM,18
2023-08-27 17:30:00,Eric García_24_B,50
2023-08-27 17:30:00,Ferrán Torres_7_B,33
2023-08-27 17:30:00,Frenkie de Jong_21_B,102
2023-08-27 17:30:00,Lamine Yamal_19_B,82
2023-09-02 16:15:00,Aurélien Tchouaméni_14_RM,85
2023-09-02 16:15:00,Federico Valverde_8_RM,20
2023-09-02 16:15:00,Fran Garcia_20_RM,51
2023-09-02 16:15:00,Jude Bellingham_5_RM,105
2023-09-02 16:15:00,Lucas Vázquez_17_RM,24
2023-09-03 21:00:00,Ferrán Torres_7_B,37
2023-09-03 21:00:00,Frenkie de Jong_21_B,97
2023-09-03 21:00:00,Iñigo Martínez_5_B,5
2023-09-03 21:00:00,Lamine Yamal_19_B,60
2023-09-03 21:00:00,Raphinha_11_B,5
2023-09-16 21:00:00,Ferrán Torres_7_B,68
2023-09-16 21:00:00,Frenkie de Jong_21_B,95
2023-09-16 21:00:00,Iñigo Martínez_5_B,15
2023-09-16 21:00:00,Lamine Yamal_19_B,27
2023-09-16 21:00:00,Raphinha_11_B,27
2023-09-17 21:00:00,Aurélien Tchouaméni_14_RM,62
2023-09-17 21:00:00,Federico Valverde_8_RM,87
2023-09-17 21:00:00,Fran Garcia_20_RM,74
2023-09-17 21:00:00,Jude Bellingham_5_RM,94
2023-09-17 21:00:00,Lucas Vázquez_17_RM,7
2023-09-19 21:00:00,Ferrán Torres_7_B,23
2023-09-19 21:00:00,Frenkie de Jong_21_B,57
2023-09-19 21:00:00,Lamine Yamal_19_B,23
2023-09-19 21:00:00,Raphinha_11_B,67
2023-09-20 18:45:00,Aurélien Tchouaméni_14_RM,64
2023-09-20 18:45:00,Federico Valverde_8_RM,26
2023-09-20 18:45:00,Fran Garcia_20_RM,18
2023-09-20 18:45:00,Jude Bellingham_5_RM,90
2023-09-20 18:45:00,Lucas Vázquez_17_RM,90
2023-09-23 18:30:00,Ferrán Torres_7_B,72
2023-09-23 18:30:00,Frenkie de Jong_21_B,36
2023-09-23 18:30:00,Lamine Yamal_19_B,48
2023-09-23 18:30:00,Raphinha_11_B,22
2023-09-24 21:00:00,Aurélien Tchouaméni_14_RM,38
2023-09-24 21:00:00,Federico Valverde_8_RM,96
2023-09-24 21:00:00,Fran Garcia_20_RM,58
2023-09-24 21:00:00,Jude Bellingham_5_RM,96
2023-09-24 21:00:00,Lucas Vázquez_17_RM,58
2023-09-26 21:30:00,Ferrán Torres_7_B,66
2023-09-26 21:30:00,Iñigo Martínez_5_B,86
2023-09-26 21:30:00,Lamine Yamal_19_B,34
2023-09-26 21:30:00,Raphinha_11_B,106
2023-09-27 19:00:00,Aurélien Tchouaméni_14_RM,96
2023-09-27 19:00:00,Dani Ceballos_19_RM,36
2023-09-27 19:00:00,Federico Valverde_8_RM,96
2023-09-27 19:00:00,Fran Garcia_20_RM,16
2023-09-27 19:00:00,Lucas Vázquez_17_RM,55
2023-09-27 19:00:00,Vinicius Júnior_7_RM,36
2023-09-29 21:00:00,Ferrán Torres_7_B,24
2023-09-29 21:00:00,Lamine Yamal_19_B,83
2023-09-29 21:00:00,Raphinha_11_B,37
2023-09-30 18:30:00,Aurélien Tchouaméni_14_RM,99
2023-09-30 18:30:00,Dani Ceballos_19_RM,21
2023-09-30 18:30:00,Federico Valverde_8_RM,91
2023-09-30 18:30:00,Jude Bellingham_5_RM,78
2023-09-30 18:30:00,Lucas Vázquez_17_RM,8
2023-09-30 18:30:00,Vinicius Júnior_7_RM,72
2023-10-03 21:00:00,Aurélien Tchouaméni_14_RM,90
2023-10-03 21:00:00,Dani Ceballos_19_RM,7
2023-10-03 21:00:00,Federico Valverde_8_RM,90
2023-10-03 21:00:00,Jude Bellingham_5_RM,90
2023-10-03 21:00:00,Vinicius Júnior_7_RM,83
2023-10-04 20:00:00,Ferrán Torres_7_B,57
2023-10-04 20:00:00,Lamine Yamal_19_B,79
2023-10-07 16:15:00,Aurélien Tchouaméni_14_RM,92
2023-10-07 16:15:00,Dani Ceballos_19_RM,19
2023-10-07 16:15:00,Federico Valverde_8_RM,92
2023-10-07 16:15:00,Jude Bellingham_5_RM,73
2023-10-07 16:15:00,Lucas Vázquez_17_RM,12
2023-10-07 16:15:00,Vinicius Júnior_7_RM,73
2023-10-08 21:00:00,Ferrán Torres_7_B,99
2023-10-08 21:00:00,Lamine Yamal_19_B,77
2023-10-21 18:30:00,Aurélien Tchouaméni_14_RM,68
2023-10-21 18:30:00,Federico Valverde_8_RM,68
2023-10-21 18:30:00,Fran Garcia_20_RM,11
2023-10-21 18:30:00,Jude Bellingham_5_RM,100
2023-10-21 18:30:00,Vinicius Júnior_7_RM,89
2023-10-22 21:00:00,Ferrán Torres_7_B,94
2023-10-22 21:00:00,Iñigo Martínez_5_B,94
2023-10-22 21:00:00,Lamine Yamal_19_B,33
2023-10-24 20:00:00,Aurélien Tchouaméni_14_RM,20
2023-10-24 20:00:00,Federico Valverde_8_RM,90
2023-10-24 20:00:00,Fran Garcia_20_RM,74
2023-10-24 20:00:00,Jude Bellingham_5_RM,88
2023-10-24 20:00:00,Lucas Vázquez_17_RM,2
2023-10-24 20:00:00,Vinicius Júnior_7_RM,90
2023-10-25 18:45:00,Ferrán Torres_7_B,90
2023-10-25 18:45:00,Iñigo Martínez_5_B,81
2023-10-25 18:45:00,Lamine Yamal_19_B,90
2023-10-28 16:15:00,Aurélien Tchouaméni_14_RM,99
2023-10-28 16:15:00,Federico Valverde_8_RM,99
2023-10-28 16:15:00,Ferrán Torres_7_B,63
2023-10-28 16:15:00,Iñigo Martínez_5_B,99
2023-10-28 16:15:00,Jude Bellingham_5_RM,99
2023-10-28 16:15:00,Lamine Yamal_19_B,20
2023-10-28 16:15:00,Lucas Vázquez_17_RM,1
2023-10-28 16:15:00,Raphinha_11_B,20
2023-10-28 16:15:00,Vinicius Júnior_7_RM,98
2023-11-04 21:00:00,Ferrán Torres_7_B,35
2023-11-04 21:00:00,Iñigo Martínez_5_B,92
2023-11-04 21:00:00,Lamine Yamal_19_B,23
2023-11-04 21:00:00,Pedri_8_B,35
2023-11-04 21:00:00,Raphinha_11_B,23
2023-11-05 21:00:00,Federico Valverde_8_RM,98
2023-11-05 21:00:00,Fran Garcia_20_RM,74
2023-11-05 21:00:00,Jude Bellingham_5_RM,98
2023-11-05 21:00:00,Vinicius Júnior_7_RM,98
2023-11-07 19:45:00,Ferrán Torres_7_B,58
2023-11-07 19:45:00,Lamine Yamal_19_B,32
2023-11-07 19:45:00,Pedri_8_B,32
2023-11-07 19:45:00,Raphinha_11_B,58
2023-11-08 21:00:00,Federico Valverde_8_RM,76
2023-11-08 21:00:00,Fran Garcia_20_RM,7
2023-11-08 21:00:00,Lucas Vázquez_17_RM,73
2023-11-08 21:00:00,Vinicius Júnior_7_RM,90
2023-11-11 21:00:00,Federico Valverde_8_RM,61
2023-11-11 21:00:00,Fran Garcia_20_RM,23
2023-11-11 21:00:00,Lucas Vázquez_17_RM,23
2023-11-11 21:00:00,Vinicius Júnior_7_RM,83
2023-11-12 16:15:00,Ferrán Torres_7_B,24
2023-11-12 16:15:00,Iñigo Martínez_5_B,94
2023-11-12 16:15:00,Lamine Yamal_19_B,94
2023-11-12 16:15:00,Pedri_8_B,81
2023-11-12 16:15:00,Raphinha_11_B,31
2023-11-25 14:00:00,Ferrán Torres_7_B,58
2023-11-25 14:00:00,Frenkie de Jong_21_B,97
2023-11-25 14:00:00,Iñigo Martínez_5_B,97
2023-11-25 14:00:00,Lamine Yamal_19_B,78
2023-11-25 14:00:00,Pedri_8_B,78
2023-11-25 14:00:00,Raphinha_11_B,19
2023-11-26 18:30:00,Dani Ceballos_19_RM,25
2023-11-26 18:30:00,Federico Valverde_8_RM,92
2023-11-26 18:30:00,Fran Garcia_20_RM,7
2023-11-26 18:30:00,Jude Bellingham_5_RM,82
2023-11-26 18:30:00,Lucas Vázquez_17_RM,17
2023-11-28 21:00:00,Ferrán Torres_7_B,16
2023-11-28 21:00:00,Frenkie de Jong_21_B,90
2023-11-28 21:00:00,Iñigo Martínez_5_B,90
2023-11-28 21:00:00,Lamine Yamal_19_B,1
2023-11-28 21:00:00,Pedri_8_B,90
2023-11-28 21:00:00,Raphinha_11_B,89
2023-11-29 21:00:00,Dani Ceballos_19_RM,56
2023-11-29 21:00:00,Federico Valverde_8_RM,90
2023-11-29 21:00:00,Jude Bellingham_5_RM,90
2023-11-29 21:00:00,Lucas Vázquez_17_RM,4
2023-12-02 18:30:00,Dani Ceballos_19_RM,23
2023-12-02 18:30:00,Federico Valverde_8_RM,98
2023-12-02 18:30:00,Jude Bellingham_5_RM,98
2023-12-02 18:30:00,Lucas Vázquez_17_RM,47
2023-12-03 21:00:00,Ferrán Torres_7_B,17
2023-12-03 21:00:00,Frenkie de Jong_21_B,96
2023-12-03 21:00:00,Lamine Yamal_19_B,17
2023-12-03 21:00:00,Pedri_8_B,91
2023-12-03 21:00:00,Raphinha_11_B,79
2023-12-09 16:15:00,Dani Ceballos_19_RM,27
2023-12-09 16:15:00,Federico Valverde_8_RM,98
2023-12-09 16:15:00,Jude Bellingham_5_RM,98
2023-12-09 16:15:00,Lucas Vázquez_17_RM,84
2023-12-10 21:00:00,Ferrán Torres_7_B,33
2023-12-10 21:00:00,Frenkie de Jong_21_B,101
2023-12-10 21:00:00,Lamine Yamal_19_B,33
2023-12-10 21:00:00,Pedri_8_B,83
2023-12-10 21:00:00,Raphinha_11_B,68
2023-12-12 21:00:00,Dani Ceballos_19_RM,89
2023-12-12 21:00:00,Federico Valverde_8_RM,45
2023-12-12 21:00:00,Fran Garcia_20_RM,90
2023-12-12 21:00:00,Jude Bellingham_5_RM,90
2023-12-12 21:00:00,Lucas Vázquez_17_RM,90
2023-12-13 21:00:00,Ferrán Torres_7_B,90
2023-12-13 21:00:00,Lamine Yamal_19_B,90
2023-12-13 21:00:00,Pedri_8_B,31
2023-12-16 21:00:00,Ferrán Torres_7_B,20
2023-12-16 21:00:00,Frenkie de Jong_21_B,92
2023-12-16 21:00:00,Lamine Yamal_19_B,11
2023-12-16 21:00:00,Pedri_8_B,92
